,KCH,KCM,SKJS,XF,XS
3346,TREC362719,产业经济学,樊仲琛,2.5,48.0
3347,ENGL532512,应用语言学概论,"张蕾,张晓鹏",1.0,16.0
3348,ECND302618,计量经济学,"李清宏,王洋,范小静",2.0,32.0
3349,ARCH361022,建筑设备工程,罗昔联,1.5,24.0
3350,BIME412713,生物医学工程综合设计实验Ⅰ,"王刚,周秦武,李剑君",1.0,32.0
3351,POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,段朱清,0.0,2.0
3352,FORM400748,精神病学与法医精神病学,"韩卫,党永辉,高雅",3.5,64.0
3353,POLI103414,形策2025春（专题八：加快建设教育强国）梁珊,梁珊,0.0,2.0
3354,ELEC328604,信号与系统II,"王曙鸿,沈瑶,张那明",3.5,60.0
3355,ENPO420803,热力发电厂,"赵全斌,王桂芳,王进仕,徐彤彤",3.0,58.0
3356,ARCH411122,智慧城市与城市计算,"崔鑫,金立文,贾国圣",2.0,32.0
3357,MLMD196614,马克思主义基本原理,丁中正,3.0,48.0
3358,MATH542407,近代数学选讲,"蒋耀林,王斌",2.0,32.0
3359,POLI102714,形策2025春（专题五：台湾问题与两岸关系）李家胜,李家胜,0.0,2.0
3360,ECND313119,微观经济学,"李英东,贾智杰",4.0,64.0
3361,ENPO342003,储能原理与应用,"刘朝晖,杨冬,李明涛",3.0,48.0
3362,PHYS406009,凝聚态物理学导论,"夏明岗,刘杰",4.0,64.0
3363,LITE501121,中国经济与对外贸易概况,杨杨,2.0,32.0
3364,BASM301248,组织学与胚胎学,"吴晓林,田宏,武捷,张晓田,周劲松",5.0,96.0
3365,FINA521219,金融工程,薛宏刚,2.0,32.0
3366,JZSJ301422,设计实践6,张钰曌,0.5,16.0
3367,FINA400251,货币银行学Money and Banking,侯晓辉,2.0,32.0
3368,MLMD199314,习近平新时代中国特色社会主义思想概论,"曹芳,赵军义",3.0,48.0
3369,VENG530401,车辆电机与驱动,"李靖祥,范淑琴",2.0,40.0
3370,JZSJ902848,妇产科生产实习Ⅰ,李雪兰,6.0,240.0
3371,ENGL443212,口译实务-2,"李雅丽,常虹",1.5,24.0
3372,BIOL421413,分离综合开放实验,"张雅利,孔宇",1.5,48.0
3373,ELEC527504,电器理论基础,"史宗谦,王宣东",2.5,48.0
3374,MLMD100214,中国近现代史纲要,赵斌,2.0,32.0
3375,PSYL200110,心理发展与健康,"钱玉燕,李占星",2.0,32.0
3376,MILI100554,国防教育,"闫忠林,张赟,问鸿滨",2.0,32.0
3377,NUCL420803,核反应堆控制,"王鹏飞,邬良芃",2.0,40.0
3378,ENPO420703,流体机械原理,"琚亚平,林梅,李景银",3.0,56.0
3379,CODE420104,电子系统设计与实践,雷万钧,2.5,80.0
3380,MACH504201,智能机器及其实施技术,"赵升吨,王永飞,范淑琴",2.0,32.0
3381,BASM313440,药理学,"贺建宇,林蓉,周筠,孙强,胡浩,贺熙",3.0,48.0
3382,ARCH410422,城市与公共建筑专题设计,王琪,6.0,112.0
3383,CHEM250309,医用有机化学实验,刘宏浪,1.5,48.0
3384,FRAN444012,基础法语精读I-2,"孟丽娜,曾珠",8.0,128.0
3385,SOCL402310,社会分层与流动,张顺,3.0,48.0
3386,ARCH541322,当代建筑评论,周典,1.5,24.0
3387,ENGL206912,学术英语读写,彭凤玲,2.0,32.0
3388,CLIM500144,核医学,"邓惠兴,杨爱民,高蕊,贾茜,耿倩倩,薛建军",1.5,32.0
3389,CHEM249609,物质结构与性质-有机篇,王丽娟,4.0,88.0
3390,COMP460305,数据结构与算法II,周亚东,3.0,48.0
3391,ENPO413103,流体热物性测试技术,"吴江涛,毕胜山,孟现阳,张可",3.0,56.0
3392,CHEM250309,医用有机化学实验,李健军,1.5,48.0
3393,COMP200627,大学计算机I（米理）,"薄钧戈,乔亚男,齐琪",3.0,56.0
3394,AUTO400427,机器人导航技术实验,"姚慧敏,袁泽剑",1.0,32.0
3395,JZSJ900613,科研思维训练-2,"许丹,冯怡,林敏,彭韵桦,成瀛,杨哲,李昊",0.5,16.0
3396,JZSJ901004,国际交流,"杨旭,祝令瑜",0.0,0.0
3397,JZSJ902848,妇产科生产实习Ⅰ,李雪兰,6.0,240.0
3398,ARTS516910,篆刻学II,孙立滨,2.0,32.0
3399,LAWS501424,金融法,曹毅搏,2.0,32.0
3400,ENGL445612,英语写作-2,彭凤玲,2.0,32.0
3401,MACH503001,现代设计理论与方法,刘志刚,2.0,32.0
3402,ENGL901012,英文辩论实践,刘睿,1.0,32.0
3403,ACAU421208,FA财务会计（ACCA）,骆蕾,3.0,48.0
3404,MACH502801,增材制造技术（英）,田小永,2.0,40.0
3405,MLMD100214,中国近现代史纲要,刘哲民,2.0,32.0
3406,JZSJ900109,科研训练-3,吕东梅,1.0,32.0
3407,ENPO341003,自动控制原理Ⅰ,"赵攀,王桂芳",2.5,52.0
3408,POLI103314,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,李婧,0.0,2.0
3409,CLIM406448,皮肤感官系统与疾病,"耿松梅,霍福权,郑玉萍,周艳,曾维惠,王晓鹏,刘平,穆欣,郑焱,刘子瑶,赵琳,马君择,周爱意,张晓辉,马伟军,王建明,祝康,白艳霞,姚小宝",4.0,84.0
3410,POLI103514,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,张楠,0.0,2.0
3411,CHEM250309,医用有机化学实验,吕东梅,1.5,48.0
3412,BICH300613,生物化学实验,"孔宇,李华",1.0,32.0
3413,ENPO200203,热工基础Ⅰ,"冀文涛,杨剑",2.5,44.0
3414,MAGT500218,国家公务员制度,白萌,2.0,32.0
3415,ETRA300452,综合工程训练Ⅳ,"栗茂林,加有维,崔琦,杨荣,毕文婷,张育林,王明伟,张泽,李铭",1.0,32.0
3416,BIME410513,医学信息工程,"王刚,李尤君",2.0,32.0
3417,EELC323504,电子技术基础,"赵进全,孙敏",5.0,96.0
3418,ECND410819,博弈论,闫大卫,3.0,48.0
3419,NURS401248,精神健康与心理护理,"郭丽阳,马明芳,伏炜,李雅妹,周莉娜,姜文慧,贾敏,文炳龙",2.5,48.0
3420,ARTS420110,草书临摹与创作-2,王劲,3.0,48.0
3421,MLMD196614,马克思主义基本原理,景奎,3.0,48.0
3422,MLMD100214,中国近现代史纲要,何瑞,2.0,32.0
3423,FRAN441412,法语视听说III-2,曾珠,1.0,16.0
3424,MACH000101,机械工程导论,刘志刚,1.0,16.0
3425,ARCH400231,建筑类型学,"LuigiMarioSpinelli,徐怡珊",3.0,48.0
3426,MATH342907,实变函数,王云波,4.0,64.0
3427,MLMD196614,马克思主义基本原理,景奎,3.0,48.0
3428,ARTS420710,楷书临摹与创作-2,孙立滨,3.0,48.0
3429,ECMT581719,多媒体技术,杨超凡,2.0,40.0
3430,ENPO420903,压缩机原理与结构,"曹锋,杨旭,王雷雷,张薇,王澈",3.0,52.0
3431,MLMD191014,形势与政策,李家胜,2.0,32.0
3432,MLMD503514,马克思主义与当代社会思潮,王哲,3.0,48.0
3433,MLMD199314,习近平新时代中国特色社会主义思想概论,王欢,3.0,48.0
3434,NEEN300203,材料科学基础与新能源材料,"黄建兵,沈少华,师进文,关祥久",2.5,40.0
3435,CLIM404048,精神病学,"陈云春,马现仓,王崴,王睿,朱峰",1.5,27.0
3436,FORM400248,法医案例综合分析,"樊栓良,马丽霞,顾姗智,韩卫,高雅,张洪波,张宝,王振原",1.5,24.0
3437,PHYS260409,大学物理IV,强蕴蕴,4.0,64.0
3438,BIOL421613,生物化学-2,"彭韵桦,李剑君",3.0,48.0
3439,JAPN530512,日本现代社会,张长安,2.0,32.0
3440,MLMD199314,习近平新时代中国特色社会主义思想概论,冯晔,3.0,48.0
3441,MACH390901,工程制图,"郭馨,张航",2.0,32.0
3442,FINA441519,公司金融,毛秋蓉,2.0,32.0
3443,FINA420619,国际金融学,何建奎,2.5,40.0
3444,CHEM200429,化学专业导论课,"肖春辉,魏巍,张彦峰,丁书江,孙源慧,杨鸿辉,苏亚琼,成一龙",1.0,16.0
3445,ECND513419,博弈论,闫大卫,2.0,32.0
3446,MECH311406,工程力学II,"解社娟,丁春华",3.0,48.0
3447,STOM403648,牙体形态学,孙慧玲,3.0,78.0
3448,ENGL444212,笔译-2,张敏,1.5,24.0
3449,ENGL206912,学术英语读写,卢燕华,2.0,32.0
3450,GERM440612,德语基础口语,何小超,2.0,32.0
3451,VENG510201,车辆设计,"林起崟,韩宾",2.0,40.0
3452,NUCL420703,核反应堆物理分析,"李云召,贺清明",2.5,40.0
3453,MACH402801,材料成形技术基础,"张兆路,方学伟,张琦",2.0,32.0
3454,EVNG400103,大气污染控制工程,"何炽,高宁博",4.0,64.0
3455,CHEM301629,物理化学,卜腊菊,3.5,56.0
3456,COMP400927,网络安全实战,陶敬,2.5,48.0
3457,JZSJ900109,科研训练-3,吕东梅,1.0,32.0
3458,EELC322440,医用电子学,张方,2.0,32.0
3459,CHEM201129,无机化学Ⅰ-2,"张雯,李瑜",2.0,32.0
3460,ELEC528704,电力开关设备,"吴翊,闫静",2.0,32.0
3461,MPRA200152,金工实习Ⅱ,"栗茂林,李党超,加有维,张铭,邓天鑫,周耀成,郁志浩,赵宁,张珂,祁小朋,孙毓忠,吴毅,沈瑶,邵敏,崔琦",1.0,32.0
3462,MILI100554,国防教育,"初阔林,李科,张昊",2.0,32.0
3463,INTE453919,跨国公司经营管理,王增涛,2.0,32.0
3464,MLMD196614,马克思主义基本原理,黄敏,3.0,48.0
3465,JZSJ900822,创新创业实践I,戴靓华,4.0,160.0
3466,ACAU511408,P5 高级业绩管理,董南雁,3.0,48.0
3467,MLMD191014,形势与政策,李家胜,2.0,32.0
3468,ACAU420208,中级财务会计 II,王欣,4.0,64.0
3469,INFT400327,平面阵列 X 线源成像方法设计,牟轩沁,2.0,48.0
3470,NURS400248,护理研究,"蒋文慧,方华,杨磊,王小琴",1.5,28.0
3471,ENGL200612,交流与表达（少年班）2,龚颖,2.0,32.0
3472,CUIC503410,网页设计与制作,杨帆,2.0,32.0
3473,MLMD196614,马克思主义基本原理,寇爱林,3.0,48.0
3474,MLMD199314,习近平新时代中国特色社会主义思想概论,曹芳,3.0,48.0
3475,BIOL200413,生物2,丁岩,2.0,40.0
3476,PHYS546509,科研训练I,冯俊,1.0,32.0
3477,ENGL445812,英语视听说-2,董艳云,2.0,32.0
3478,BASM312840,病理学,"孙颖,赵长安,莫立平,张海峰,孙瑞芳,任淑婷,周党侠",4.5,96.0
3479,MAGT476608,现代物流与供应链管理,孙新宇,2.0,32.0
3480,FINA540919,政府采购管理,"宋丽颖,冯晨",2.0,32.0
3481,ARTS417410,公共空间设计,吴雪,4.0,64.0
3482,MLMD199314,习近平新时代中国特色社会主义思想概论,冯晔,3.0,48.0
3483,ENGL443412,英语演讲,刘睿,2.0,32.0
3484,CODE510411,Linux操作系统应用开发训练,田丽华,1.0,32.0
3485,MACH390901,工程制图,杨旭,2.0,32.0
3486,TREC561119,商业伦理学,彭晖,2.0,32.0
3487,MACH504001,信息处理技术,"徐光华,李敏,闫文强",2.0,32.0
3488,MLMD196614,马克思主义基本原理,刘占虎,3.0,48.0
3489,BASM402248,医学微生物学基础与进展,"王洪亮,刘成程,寻萌,陈艳炯",2.5,44.0
3490,NUCL421003,核电厂系统与动力设备,"张魁,田文喜,张斌",2.5,40.0
3491,ARCH410522,建筑设计III,张钰曌,6.0,112.0
3492,PHLS403510,宗教哲学,邓妙子,3.0,48.0
3493,PHYS311309,电动力学,张鸿飞,4.0,64.0
3494,AUTO402927,数字设计与计算机原理,"吕红强,张旭翀",4.0,64.0
3495,BASM313240,医用电子显微技术,"马捷,朱杰,尚姗姗,刘梦",1.0,24.0
3496,COMP451105,编译器设计专题实验,戴慧珺,1.0,32.0
3497,LITE200321,汉语综合课2,杨杨,6.0,96.0
3498,POLI103114,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,段朱清,0.0,2.0
3499,BIOL200413,生物2,丁岩,2.0,40.0
3500,MECH514406,复合材料力学,宋亚勤,1.0,16.0
3501,MLMD196614,马克思主义基本原理,杨梦瑶,3.0,48.0
3502,MACH391401,机械设计基础Ⅰ,"李宝童,赵强强",4.0,72.0
3503,LITE101021,中国概况,赵炜,2.0,32.0
3504,MLMD191014,形势与政策,李家胜,2.0,32.0
3505,FINA440319,政府预算管理,王俊霞,1.5,24.0
3506,MECH312006,基础力学实验-2,黄莺,0.5,16.0
3507,FRAN110412,二外/法语-2,樊静薇,4.0,64.0
3508,CHEM250309,医用有机化学实验,许昭,1.5,48.0
3509,ENPO341103,流体力学Ⅰ,李国君,3.5,64.0
3510,INFT300105,信号与系统Ⅰ,廖学文,4.0,64.0
3511,MAGT478108,管理学,王磊,3.0,48.0
3512,PHYS400228,原子分子光物理,"赵迪,张仁,刘博,蒋臣威",3.0,48.0
3513,MACH391401,机械设计基础Ⅰ,王恪典,4.0,72.0
3514,VENG430301,车辆制造实验,"金涛,张大伟,臧顺来,郭文静,尹昱东,方学伟",1.5,48.0
3515,ENPO341003,自动控制原理Ⅰ,"王桂芳,李瑞雄",2.5,52.0
3516,PHYS283709,大学物理学（理论）1,"李宏荣,邵怀爽,方爱平",4.0,64.0
3517,PHMA500542,药学研究进展,"方宇,罗文娟,张继业,张新新,解笑瑜,侯晓芳,包涛,张杰,周涛,景王慧",2.0,32.0
3518,PHLS301310,逻辑与批判性思维,"王伟,丁晓军",2.0,32.0
3519,MLMD191014,形势与政策,李家胜,2.0,32.0
3520,LITE431710,中国古代文论,翟杨莉,3.0,48.0
3521,EVNG401403,环境规划与管理Ⅰ,孙健,2.0,32.0
3522,BASM304948,机能实验学,胡浩,1.5,48.0
3523,PRAC410512,英语翻译实践,张敏,0.5,16.0
3524,MACH391501,机械设计基础Ⅱ,"鲁中良,王亚南",3.0,56.0
3525,MLMD199314,习近平新时代中国特色社会主义思想概论,马溯川,3.0,48.0
3526,ARCH542122,高层建筑设计概论,王梦莹,1.0,16.0
3527,MAGT501118,电子政务,"马宁,刘晨晖",2.0,32.0
3528,MLMD199314,习近平新时代中国特色社会主义思想概论,王欢,3.0,48.0
3529,LAWS503824,律师制度与实务,王新雷,2.0,32.0
3530,JZSJ900622,创新创业实践IV,岳焱超,1.0,40.0
3531,PHMA304042,有机化合物波谱解析,"张卉,詹冠群,郭增军",2.5,40.0
3532,LITE306121,HSK四级综合课,韩娇娇,10.0,160.0
3533,MLMD196614,马克思主义基本原理,寇爱林,3.0,48.0
3534,NUCL421103,核反应堆热工分析,"苏光辉,巫英伟,章静,邬良芃,贺亚男",2.5,48.0
3535,COMP201127,大学计算机 - 算法编程,吴宁,3.0,52.0
3536,INDE400231,产品生命周期管理（英）,SERGIOTERZI,2.0,32.0
3537,ARCH411722,建筑设计基础-2,"党纤纤,张钰曌",4.0,96.0
3538,FORM400548,法医毒理学,"马丽霞,井航,党永辉",3.0,56.0
3539,MATH442207,生物统计基础,李丽敏,3.0,56.0
3540,CHEM400229,化学绘图基础,周桂江,2.0,32.0
3541,ENPO341103,流体力学Ⅰ,孟现阳,3.5,64.0
3542,XJLU200112,English Language and Study Skills for Business-2,王东,5.0,150.0
3543,SOFT511211,计算机网络专题实验,张玉龙,1.0,32.0
3544,INFT300105,信号与系统Ⅰ,杜清河,4.0,64.0
3545,INFT533605,电子系统设计基础,洪玺,1.0,32.0
3546,MLMD196614,马克思主义基本原理,刘占虎,3.0,48.0
3547,JZSJ902848,妇产科生产实习Ⅰ,周戬平,6.0,240.0
3548,ECND510919,制度经济学,程瑜,2.0,32.0
3549,INDE900731,设计实践-5,"PatriziaBolzan,杨增耀",2.0,64.0
3550,EVNG400503,固体废物处理与处置,"高宁博,全翠",3.0,48.0
3551,MLMD191014,形势与政策,李家胜,2.0,32.0
3552,VENG430101,汽车电子与控制,张政,2.0,40.0
3553,BASM311840,病理生理学,"李会霞,冯洁,庞正达,佘刚,王燕,张伊",2.0,32.0
3554,MECH311806,材料力学,雷金成,3.5,56.0
3555,ELEC427404,人工智能技术导论,"曹晖,王超",2.0,32.0
3556,ENGL901012,英文辩论实践,董艳云,1.0,32.0
3557,ENPO413203,换热器设计,"曾敏,程志龙",3.0,48.0
3558,BIOL200913,生命科学基础I,"高琨,闫菡,赵越,亓树艳,孙书洪",3.0,56.0
3559,LAWS507524,国际投资法（英）,"杜娟,张生",2.0,32.0
3560,BASM304248,局部解剖学,"肖新莉,葛尧,任文婷,高菱鸽,陈新林,杨维娜,靳辉",2.5,64.0
3561,MATL401902,材料科学基础-1,刘梅军,2.0,32.0
3562,CODE420104,电子系统设计与实践,刘宁艳,2.5,80.0
3563,PHMA500648,药物分离与检测科学,"侯晓芳,郝旖,景王慧,魏芬",1.5,24.0
3564,ENGL206912,学术英语读写,卢燕华,2.0,32.0
3565,ENPO421503,储能热流基础实验,"孟婧,邢张梦",0.5,16.0
3566,CLIM406348,毕业考试,张银萍,0.0,0.0
3567,JAPN440612,综合日语听说,"YAZAKI MASAKAZU,KANETO SACHIKO",2.0,32.0
3568,INTE553319,国际经济合作,赵锴,2.0,32.0
3569,POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,岳潇,0.0,2.0
3570,CHEM250309,医用有机化学实验,李健军,1.5,48.0
3571,JZSJ400948,基础科研训练,吕海侠,2.0,0.0
3572,COMP450505,计算机网络原理,王志文,3.0,48.0
3573,PHYS566509,纳米物理导论,"夏明岗,程曌芳",2.0,32.0
3574,NUCL420803,核反应堆控制,"吴世发,邬良芃",2.0,40.0
3575,MLMD199314,习近平新时代中国特色社会主义思想概论,邱雨,3.0,48.0
3576,PHYS260309,大学物理III,"王利民,马明",4.0,64.0
3577,JZSJ901504,储能装置监测系统设计,"宋政湘,孙丽琼",3.0,64.0
3578,POLI102414,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,刘珈彤,0.0,2.0
3579,POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,岳潇,0.0,2.0
3580,NUCL420703,核反应堆物理分析,"吴宏春,刘宙宇,万承辉",2.5,40.0
3581,ENGL900412,创新创业项目,张蕾,1.0,32.0
3582,CHEM340709,Organic Chemistry,"白艳红,焦佼,徐四龙,李洋",4.0,64.0
3583,MLMD199314,习近平新时代中国特色社会主义思想概论,曹芳,3.0,48.0
3584,XJLU300351,Introduction To Macroeconomics,张一,5.0,150.0
3585,ARTS419310,专业设计-1,赵兴杨,4.0,64.0
3586,EELC422204,数字电子技术与微处理器基础,"张虹,杨旭",4.5,72.0
3587,PHYS260409,大学物理IV,"熊小鹤,王志广",4.0,64.0
3588,LITE305421,初级汉语口语2,杨莉莉,6.0,96.0
3589,ENGL442712,美国文学史及选读-2,"杜丽霞,邹敏",2.0,32.0
3590,MACH390901,工程制图,"张航,郭馨",2.0,32.0
3591,JAPN442512,日语视听说-2,王晶,2.0,32.0
3592,MLMD196614,马克思主义基本原理,黄敏,3.0,48.0
3593,RUSS540512,基础俄语视听说-5,YANGUTOVA RITA,1.0,16.0
3594,ENPO420703,流体机械原理,"王志恒,张楚华,林梅",3.0,56.0
3595,CUIC400620,马克思主义新闻观,叶妮,3.0,48.0
3596,JZSJ900622,创新创业实践IV,张云伟,1.0,40.0
3597,MAGT900108,大数据管理与应用实践,王迪,1.0,16.0
3598,MACH390901,工程制图,张小辉,2.0,32.0
3599,MLMD196614,马克思主义基本原理,胡晓迪,3.0,48.0
3600,INFT300127,信号与系统III,"杨阳,郑通兴",3.0,48.0
3601,STOM404048,口腔颌面外科学Ⅰ,"李旭奎,那思家,杨柳小溪,许方方",4.5,90.0
3602,FORM500148,法医心理学,"党永辉,孙钦儒,贾晓俤,韩卫,官方霖",2.5,44.0
3603,MAGT401318,中国政府与政治制度,白萌,2.0,32.0
3604,PHLS505610,价值哲学导论,王振嵩,2.0,32.0
3605,AASP501306,飞行器总体课程设计,张扬,1.0,32.0
3606,AUTO200527,储能系统检测与估计,张乐,2.0,32.0
3607,LAWS404724,国际私法学,李万强,2.0,32.0
3608,SCTR400206,科研训练-2,郁汶山,0.5,80.0
3609,CLIM404248,外科学Ⅰ,"邢俊平,仵正,耿智敏,夏鹏,郑见宝,郑瑾,李萌,郑鑫,王铮,聂会勇,张广健,李勇新,李徐奇,郑少华,林婷,冒平,李新举,王吉昌",6.0,120.0
3610,LITE401121,初级汉语精读2,孙玉茜,10.0,160.0
3611,BASM400140,药理学,"赵铭,林蓉,史小莲,赵正杭,徐佳曦,刘书勤",4.0,88.0
3612,INTE553219,商务英语,徐丽华,2.0,32.0
3613,MLMD100214,中国近现代史纲要,赵斌,2.0,32.0
3614,AUTO400299,机器学习,魏平,3.0,48.0
3615,PHYS282509,理论力学,王延申,3.0,48.0
3616,AUTO441105,运动控制系统,杨旸,2.5,40.0
3617,MLMD191014,形势与政策,李家胜,2.0,32.0
3618,MLMD100214,中国近现代史纲要,靳小勇,2.0,32.0
3619,MACH404401,人工智能基础,"秦立果,张小栋",4.0,64.0
3620,MACH400801,机械控制工程基础,"李小虎,范淑琴",3.0,56.0
3621,CHEM250109,医用有机化学,白艳红,4.0,64.0
3622,MACH390901,工程制图,崔路卿,2.0,32.0
3623,PSYL300144,医学心理学,倪晓莉,2.0,32.0
3624,ARCH400522,建筑设计基础3,戴靓华,4.0,96.0
3625,MATH201407,数学建模II,李换琴,2.0,40.0
3626,POLI103314,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,李婧,0.0,2.0
3627,MLMD196614,马克思主义基本原理,寇爱林,3.0,48.0
3628,BASM313040,机能实验学Ⅰ,"胡浩,史小莲,张莉,贺建宇,陈丽,郭媛,王涛,孟凯,孙强,王玉英,李宏宝,冯洁,朱延河,李迎,庞正达,李会霞,齐杰,陈坷,魏晓静,姚秦钰,赵铭,刘甲,宋琳",1.0,32.0
3629,RUSS440512,高级俄语-2,王慧,4.0,64.0
3630,MLMD196614,马克思主义基本原理,丁中正,3.0,48.0
3631,EARS401322,环境系统监测,陈美娟,2.0,32.0
3632,MLMD100214,中国近现代史纲要,郝一博,2.0,32.0
3633,CLIM408448,外科学-1,"廖新华,姬文晨,聂会勇,夏鹏,白转丽,郑瑾,杨林,张勇,殷国志,高巍,周和平",6.0,126.0
3634,MAGT301518,项目管理,石琛,2.0,32.0
3635,MATH311207,复变函数,高正焕,3.0,48.0
3636,CLIM409948,儿童生长发育与疾病,"杨琳,帖利军,周戬平,宋红霞,郭亚乐,史瑞明,徐尔迪,廉国利,李丹,周熙惠",2.0,40.0
