,S#,C#,GRADE
19183,09035660,SA-01,75.2
19184,04058604,EG-06,71.1
19185,02030084,EP-09,65.5
19186,02069894,CE-30,77.0
19187,06051375,EL-27,73.8
19188,06074200,LW-37,65.9
19189,07036610,PY-38,70.4
19190,08059032,MG-01,
19191,02095918,IF-03,73.7
19192,06090757,MM-10,71.9
19193,01030034,EG-27,82.3
19194,09078606,JS-09,67.8
19195,06032530,CN-05,80.2
19196,08022145,IT-44,74.6
19197,07055667,PY-36,86.1
19198,08067720,AC-03,72.2
19199,09047945,IF-32,89.4
19200,04029677,FR-05,76.8
19201,07035567,ID-22,65.5
19202,02067425,AC-03,
19203,08075498,MG-23,99.4
19204,06034255,CI-10,80.5
19205,01067285,MG-81,68.4
19206,08089024,EL-02,77.7
19207,03040175,BS-16,62.8
19208,07068119,NE-01,77.0
19209,02071347,EE-13,83.8
19210,01071023,EN-26,85.0
19211,01070997,BS-52,
19212,01073626,BO-17,73.0
19213,02016175,BS-01,74.3
19214,01076288,BS-52,71.0
19215,05058248,MM-02,87.2
19216,09063417,CI-10,94.8
19217,09030823,RS-02,
19218,09050005,BO-01,
19219,01015893,JP-11,66.4
19220,02037026,CE-19,75.4
19221,09038871,MT-07,75.9
19222,03020253,CE-19,68.8
19223,01071019,PY-25,69.6
19224,04031471,IS-01,64.0
19225,08038641,LW-26,71.0
19226,07021484,NC-11,72.7
19227,07055707,IF-32,63.2
19228,07033537,EL-27,47.9
19229,09078533,JS-28,74.1
19230,05015919,EE-86,65.9
19231,01013510,EG-27,72.4
19232,08065005,IF-32,68.8
19233,01013510,BM-43,80.2
19234,05097628,SO-01,61.9
19235,08022145,EE-82,67.0
19236,04039951,LW-37,50.8
19237,02054242,MM-93,80.5
19238,07057240,SA-06,81.8
19239,01015891,LW-32,69.2
19240,05093783,AT-06,71.3
19241,08033134,BS-31,76.0
19242,06018282,EM-31,78.8
19243,07035348,SA-01,77.6
19244,06087558,ER-05,64.9
19245,02087213,BM-43,72.2
19246,06011098,AT-06,80.3
19247,01015891,PY-01,66.4
19248,06084082,EE-61,83.0
19249,03043834,MG-13,90.7
19250,06020483,PY-25,63.5
19251,09046075,MC-20,72.7
19252,09070260,BM-02,76.0
19253,04040111,MT-07,74.7
19254,08036336,AC-20,68.2
19255,07021959,SA-06,70.5
19256,05034440,LW-37,80.3
19257,08064018,MC-37,
19258,01029167,EG-65,70.6
19259,03046688,FA-54,90.1
19260,07076705,IF-03,
19261,09049112,BS-31,82.2
19262,06013048,CN-05,58.6
19263,03096284,AT-22,73.2
19264,09015315,EE-40,72.4
19265,04031607,EG-27,79.5
19266,02074357,MG-25,82.2
19267,01018628,MM-10,75.1
19268,09099105,JS-09,
19269,02058463,MM-02,75.8
19270,02045481,ML-05,54.1
19271,04056356,BS-01,88.7
19272,03074658,LW-32,68.5
19273,05058248,EG-06,79.9
19274,09050005,EP-09,58.9
19275,01011896,BS-31,82.2
19276,08038641,BS-52,60.4
19277,01037434,AT-31,65.3
19278,06011664,EP-09,79.7
19279,08033134,MG-81,70.7
19280,01041353,JP-26,62.2
19281,09098316,EE-82,79.3
19282,09091864,ML-05,54.6
19283,07026477,MC-18,68.2
19284,07082361,PY-36,69.8
19285,05037414,AC-03,72.3
19286,02031517,ER-01,80.8
19287,04017472,MT-07,88.7
19288,01015893,SO-55,100.0
19289,07021649,PY-02,67.8
19290,07012729,EN-26,58.6
19291,08044494,EE-86,85.8
19292,03068863,EG-27,
19293,09086924,EL-04,74.4
19294,02074358,IF-01,67.4
19295,08070935,JS-02,84.9
19296,06084082,PY-36,87.6
19297,08037022,MG-23,
19298,01025290,ML-05,80.9
19299,07034554,CN-05,66.6
19300,04074620,MG-25,72.2
19301,06070097,PY-36,86.1
19302,06011980,JP-26,
19303,08058316,MG-13,71.9
19304,06083736,CI-01,71.5
19305,01012930,EG-65,68.4
19306,04068686,LW-05,58.5
19307,01016866,EL-30,67.1
19308,04075338,MT-26,73.3
19309,07055667,BS-01,62.1
19310,08058504,EM-31,77.8
19311,05099534,EL-30,72.6
19312,07035567,EP-09,69.0
19313,03012980,SO-55,70.7
19314,01091559,PY-01,80.8
19315,06063061,MC-09,
19316,04051242,LW-05,84.0
19317,07096700,CN-05,63.6
19318,09083156,JS-28,68.6
19319,04029677,EL-30,90.4
19320,06012705,ER-05,91.6
19321,08052292,CI-10,86.9
19322,03095871,CE-19,71.9
19323,08044494,MR-04,84.7
19324,04070766,JS-02,
19325,06044963,EM-31,91.5
19326,09019807,AT-06,66.2
19327,08066942,JS-09,68.1
19328,01041920,BS-01,70.2
19329,01062467,AC-03,78.7
19330,04071030,MC-09,85.2
19331,08041539,CN-05,71.1
19332,07063569,PY-04,
19333,01095661,FA-54,67.5
19334,07029609,CE-19,72.4
19335,02070650,PY-05,
19336,06027838,BS-37,65.7
19337,08086264,BO-05,78.8
19338,02039533,MM-02,87.7
19339,05090477,IF-03,92.1
19340,07081966,ID-04,78.9
19341,01099962,BS-23,96.3
19342,09075190,EL-04,67.8
19343,08058350,JP-20,76.1
19344,02026771,BS-02,68.8
19345,09026678,PY-49,81.8
19346,07063569,JP-16,63.3
19347,03016320,MM-10,90.9
19348,08064572,BS-16,84.1
19349,03049311,FR-05,55.7
19350,04042506,LW-32,76.7
19351,02014048,MT-28,88.1
19352,02031517,MR-02,81.9
19353,06027838,ER-22,64.4
19354,01026132,ML-05,94.9
19355,02029249,EP-06,74.3
19356,04064258,PY-38,82.0
19357,08032762,AS-40,82.2
19358,03015314,EP-03,67.3
19359,07068119,AT-06,70.8
19360,05031283,EP-03,54.2
19361,01029167,AT-36,
19362,08051571,CN-05,77.9
19363,05060547,AT-21,60.6
19364,04056711,LW-37,73.0
19365,06047810,JP-26,82.3
19366,08098256,EE-82,76.3
19367,07025848,EN-26,76.2
19368,02069863,JS-09,
19369,04028067,MC-18,81.6
19370,04041456,EG-06,58.1
19371,02049888,MT-01,71.8
19372,06095862,JS-09,97.9
19373,09074178,PY-02,
19374,06069665,JP-20,67.1
19375,02094575,SO-01,84.6
19376,08025469,SA-06,90.3
19377,09091934,SA-06,
19378,05031283,MT-26,65.4
19379,02038267,JS-09,70.1
19380,08019001,BS-52,91.5
19381,08070109,MM-10,80.9
19382,05037414,CS-11,75.3
19383,03068863,AT-21,87.5
19384,06047810,MT-21,80.7
19385,03080165,MM-02,75.5
19386,05054610,BS-01,71.3
19387,05017953,EE-40,69.8
19388,01015891,PY-36,67.7
19389,02020547,EE-33,84.9
19390,09099086,BS-02,49.5
19391,08019651,CE-03,58.9
19392,05043784,SO-55,58.6
19393,05037689,EE-40,75.3
19394,04058604,AT-21,73.9
19395,01018475,CS-13,72.8
19396,07099042,AT-22,76.5
19397,09064896,CN-05,64.5
19398,04053616,EE-13,91.5
19399,09064551,AS-40,80.5
19400,04042724,IF-32,82.2
19401,06039491,PY-25,67.5
19402,08017749,CE-03,68.1
19403,02039248,PY-23,82.7
19404,03010600,BS-31,65.4
19405,01025290,SA-01,70.4
19406,05098124,EL-27,75.2
19407,07082863,BS-37,83.3
19408,07060009,MT-21,65.2
19409,08041727,BM-02,
19410,05013203,NC-11,
19411,05044897,AT-36,
19412,03082243,MT-07,70.9
19413,07036610,EP-08,73.8
19414,06024200,AS-40,87.4
19415,05037689,PY-36,70.4
19416,04087133,EL-04,55.6
19417,09057515,MT-28,82.2
19418,08096866,CI-01,66.6
19419,06098738,JS-09,76.0
19420,05074370,EM-31,72.8
19421,05069060,PY-05,74.9
19422,03076960,EL-04,76.7
19423,08024911,BS-23,83.5
19424,08058316,AC-03,74.6
19425,07039838,EP-06,80.0
19426,02039045,IT-44,73.9
19427,08032762,PY-36,70.2
19428,07048501,JP-16,60.0
19429,08046279,AT-06,60.7
19430,04051842,LW-05,69.2
19431,01037434,CN-05,85.6
19432,09044803,MM-25,81.0
19433,08069683,EE-29,90.2
19434,08050841,MG-25,81.5
19435,03080234,MC-37,82.0
19436,07035901,EE-33,73.7
19437,06071819,CE-19,
19438,01091559,EE-40,
19439,01059997,EE-82,65.4
19440,04028067,CE-03,81.0
19441,07073965,MT-01,85.8
19442,07057815,ER-22,74.3
19443,07031837,MC-20,58.8
19444,08081777,BS-23,
19445,03045296,LW-05,86.6
19446,04041456,EE-13,81.9
19447,07066794,CN-01,67.1
19448,05093685,IF-03,81.0
19449,02067425,BS-52,75.4
19450,02038267,PY-23,68.3
19451,04077810,NE-01,77.4
19452,06011098,RS-02,79.0
19453,02016175,PY-01,46.3
19454,05034440,LW-05,76.8
19455,05093783,MM-10,66.4
19456,03028515,AT-21,68.6
19457,08096625,PY-25,76.3
19458,08096625,MG-13,80.0
19459,04042724,EL-30,81.4
19460,02089993,SA-06,90.0
19461,05034915,JS-28,
19462,05026638,AT-22,58.1
19463,05027472,JS-28,83.1
19464,03010600,LW-05,76.1
19465,09079115,LW-26,72.7
19466,09089945,EL-02,90.8
19467,07075265,CE-19,70.2
19468,01048560,PY-02,81.4
19469,03040175,BO-05,76.5
19470,01068837,PY-02,54.3
19471,06081134,MG-25,
19472,09039752,BS-23,71.6
19473,09073619,JS-09,100.0
19474,08019001,LW-37,86.9
19475,05048692,LW-37,75.9
19476,02037026,BO-01,97.5
19477,03095871,NC-11,88.1
19478,09089366,MT-01,72.0
19479,06069280,MG-23,69.0
19480,04015917,EP-03,88.7
19481,05043293,PY-36,86.3
19482,09046182,AT-06,85.2
19483,09083156,MG-01,44.9
19484,03076509,CE-30,69.0
19485,08098256,FR-05,79.1
19486,03012980,EL-30,73.7
19487,07072522,IS-01,80.3
19488,08010030,CN-01,86.0
19489,09072958,PY-23,
19490,02089276,MM-25,82.6
19491,02043096,CN-05,81.2
19492,08076159,BS-02,86.9
19493,03076790,EG-65,
19494,07069853,ER-22,82.6
19495,02046348,PY-36,76.0
19496,07037289,MM-10,
19497,02099753,NE-01,64.2
19498,04029677,EG-06,61.9
19499,02019902,AT-31,
19500,09070915,PY-01,83.8
19501,07015650,BS-16,81.3
19502,06033244,JP-16,
19503,06057480,CN-01,77.7
19504,04012853,CN-01,74.0
19505,02027908,MG-81,70.1
19506,07066663,FR-05,
19507,09077724,BS-52,57.6
19508,07095121,BS-16,94.2
19509,01078813,BS-37,79.7
19510,08035177,RS-02,70.6
19511,07073965,MM-10,80.4
19512,09054403,FA-54,87.0
19513,08012237,LW-26,77.8
19514,09061136,FA-54,57.7
19515,03076960,MR-04,76.2
19516,03076509,EM-31,62.8
19517,06054254,MR-04,74.3
19518,02038145,MM-25,62.6
19519,05068455,EL-04,76.9
19520,07046930,PY-01,75.9
19521,09046233,JS-28,74.6
19522,06068020,CN-05,74.8
19523,07034554,EG-27,80.8
19524,06083026,PY-49,77.4
19525,05014005,PY-02,85.0
19526,02045481,ID-22,70.5
19527,09063261,NC-11,83.7
19528,06020005,EL-04,87.6
19529,07012474,AC-03,77.5
19530,05076171,ID-22,73.4
19531,02020175,EE-13,
19532,05031283,ID-04,76.7
19533,09039649,EE-40,
19534,08076159,MM-02,72.3
19535,05030499,EM-31,85.3
19536,02099753,CN-01,68.8
19537,07078424,JS-02,73.5
19538,04061598,JP-26,
19539,02049888,MG-01,80.1
19540,03028515,EL-30,
19541,04057002,MC-37,66.9
19542,04041154,MM-93,
19543,04039231,BS-37,69.7
19544,02017610,MM-93,68.2
19545,06022297,BO-01,77.4
19546,09083156,MG-81,63.7
19547,07065468,AC-03,71.1
19548,06083239,EE-33,72.3
19549,09019807,CE-03,76.7
19550,04093652,BS-52,77.2
19551,08075485,BO-05,82.0
19552,04077368,MT-01,77.3
19553,07053617,EG-06,66.1
19554,01051513,JS-02,85.4
19555,01070270,MG-81,83.5
19556,02057349,AT-21,
19557,07058084,BS-23,
19558,08024586,EP-09,79.7
19559,04052293,MC-20,58.3
19560,08021388,EE-82,73.1
19561,03071974,CE-19,87.6
19562,09011448,MG-01,75.8
19563,02071233,EE-13,90.8
19564,06024560,EL-02,66.7
19565,06024200,MM-66,85.5
19566,02069863,EE-29,82.4
19567,08066942,MC-37,70.6
19568,02026771,EP-08,68.6
19569,04081299,EG-03,80.8
19570,08025229,EL-02,
19571,04012479,EP-09,72.4
19572,02010432,EE-33,75.6
19573,04018048,CI-10,87.0
19574,03024874,CE-30,67.7
19575,08035177,IF-32,74.1
19576,01011219,AT-21,41.7
19577,05093685,NE-01,64.7
19578,07067514,IF-32,80.0
19579,04039454,EM-31,66.5
19580,09046182,LT-01,70.8
19581,06011273,IF-32,66.2
19582,01011219,EP-08,96.0
19583,01079386,CS-11,
19584,09057515,PY-04,71.0
19585,07058084,EL-02,78.3
19586,06032530,EG-06,58.6
19587,09091864,EP-08,76.3
19588,03087978,JS-02,
19589,08048749,AT-22,68.0
19590,01070270,MG-01,
19591,02010432,BO-01,80.0
19592,07072056,EE-82,61.3
19593,07030136,BS-23,78.0
19594,06020483,AT-36,78.6
19595,07055667,ER-22,74.1
19596,01029406,BS-52,64.4
19597,09052629,JS-09,72.5
19598,01027577,JP-26,93.5
19599,01035125,AT-06,71.2
19600,04075512,ER-01,90.5
19601,09063201,AS-40,79.1
19602,04031985,MG-23,91.4
19603,09026678,MT-28,94.3
19604,06033244,MM-02,88.2
19605,01041037,MG-01,96.7
19606,06055426,MC-37,73.3
19607,04061598,EE-82,90.3
19608,06084082,MM-25,89.7
19609,03012870,MG-23,82.2
19610,09073539,PY-36,77.3
19611,09015544,IF-01,61.5
19612,05097628,BS-02,62.5
19613,06024137,JS-28,57.0
19614,08083557,EE-61,79.1
19615,02019045,BS-31,76.0
19616,07036610,PY-04,
19617,05016666,BO-05,74.5
19618,05043784,PY-01,
19619,02014080,BO-17,72.4
19620,03014967,MR-02,85.0
19621,06023929,CI-01,94.0
19622,07012298,MC-20,62.5
19623,09039649,EN-26,
19624,07082361,MM-25,79.3
19625,02046348,EG-06,79.3
19626,06066376,JP-16,75.0
19627,05097628,CN-05,73.2
19628,03065064,MM-10,84.2
19629,03059404,MM-66,66.3
19630,02039248,FA-54,68.9
19631,05093685,SO-01,88.3
19632,08059789,EE-40,68.5
19633,05060547,MM-93,88.6
19634,09070066,CI-10,81.0
19635,03076960,MC-20,73.2
19636,08095619,AC-24,95.5
19637,02031402,CN-01,96.6
19638,08088780,ER-01,58.4
19639,04077810,FA-54,65.5
19640,01041723,EG-06,55.7
19641,02014048,RS-02,63.1
19642,02047483,MM-66,50.4
19643,07085726,MG-13,61.8
19644,06081134,ER-01,
19645,02031517,JS-09,81.8
19646,05093783,BS-01,67.8
19647,01027496,CE-19,63.3
19648,04064258,BS-01,81.7
19649,03086288,MM-02,91.0
19650,05041925,PY-05,74.7
19651,07053547,IT-44,97.9
19652,08050314,AS-40,69.8
19653,01018628,AT-21,78.1
19654,04050790,MC-09,72.5
19655,08050314,EP-08,87.7
19656,07072834,IF-32,69.6
19657,08058504,PY-25,72.5
19658,04093652,NC-11,71.2
19659,09052629,JP-16,100.0
19660,05094278,BS-23,60.1
19661,07082778,MR-04,60.3
19662,06041260,SA-06,54.0
19663,06054260,IT-44,86.0
19664,08037022,MC-09,88.3
19665,01016866,EG-03,97.2
19666,09064896,BO-05,67.1
19667,01011219,CI-10,
19668,01019245,EE-40,69.3
19669,08059789,MG-81,75.7
19670,05060547,MT-07,68.9
19671,09064551,AT-21,
19672,07037289,EE-61,81.8
19673,03027321,CN-05,78.9
19674,06018282,MC-09,
19675,05085088,EE-82,74.2
19676,02095193,CE-30,53.6
19677,01035477,AC-03,90.1
19678,04093652,MG-13,75.7
19679,03024874,MM-66,66.8
19680,07065916,EL-30,62.4
19681,01043271,MG-01,86.6
19682,01067285,PY-25,
19683,05025057,MM-66,50.1
19684,07033537,LW-32,88.4
19685,04045789,NE-01,66.5
19686,03027321,MC-20,60.7
19687,06048716,BS-23,70.2
19688,09098143,JS-28,
19689,07081966,ML-05,65.4
19690,05031283,CE-30,64.3
19691,05082521,CS-13,80.5
19692,05032593,ER-01,68.1
19693,06014611,AT-31,82.1
19694,01044180,SO-55,80.4
19695,01026132,LW-05,70.4
19696,07013102,BS-01,67.3
19697,01037434,BO-05,64.6
19698,07055707,LW-05,65.3
19699,02069894,LW-05,80.4
19700,04039951,EL-30,68.3
19701,07064135,JP-20,70.4
19702,08025469,ER-05,81.9
19703,05093685,ID-22,62.2
19704,08055922,AC-20,76.3
19705,04018048,EE-61,75.3
19706,08052127,EL-30,77.1
19707,09063201,JS-28,96.5
19708,06011980,CN-01,74.0
19709,01081707,IS-14,71.9
19710,03031113,LT-01,66.1
19711,03095871,BS-31,94.2
19712,07072056,JP-20,81.7
19713,05014005,IS-14,67.0
19714,03043813,EE-29,79.7
19715,05063475,JP-26,84.3
19716,01054955,IS-14,80.5
19717,01075029,BO-05,80.6
19718,01053959,AC-03,80.6
19719,06042202,MT-01,79.0
19720,09041073,EL-30,80.7
19721,04075338,NC-11,72.2
19722,03014967,AC-03,75.1
19723,09030823,EL-02,79.0
19724,04033242,PY-36,73.4
19725,03064155,EP-06,56.7
19726,08067720,BS-16,74.1
19727,01016866,IS-14,
19728,04035790,ID-04,73.7
19729,03087978,JS-09,52.7
19730,04060585,ML-05,89.6
19731,06070748,JS-09,65.0
19732,01027496,MT-26,61.9
19733,02038550,EN-26,80.6
19734,04056711,MC-20,78.5
19735,08094482,IS-14,
19736,01031476,MM-02,71.4
19737,04012853,MT-26,71.4
19738,08063533,AC-24,80.4
19739,07057815,MG-01,74.4
19740,08049761,JS-28,67.8
19741,07072056,PY-36,61.3
19742,04094849,EG-06,84.2
19743,08086296,EL-02,67.7
19744,07022456,EP-06,
19745,03013598,LW-05,
19746,01032974,MM-66,67.9
19747,08074384,EE-33,71.1
19748,02087213,SO-01,61.6
19749,05046008,EE-29,58.2
19750,07015108,MT-26,74.6
19751,08094449,PY-23,89.0
19752,05013203,EE-33,86.2
19753,01028180,IF-32,72.4
19754,04016989,EP-03,72.9
19755,06019970,CE-19,71.6
19756,01095661,AT-22,72.7
19757,06020483,MC-20,83.4
19758,02043969,MG-01,78.4
19759,02067073,BM-02,70.5
19760,03096284,SO-55,100.0
19761,05054668,JP-26,64.7
19762,06061345,BM-43,87.4
19763,05013884,NE-01,
19764,07012474,MM-66,88.6
19765,03086288,EE-29,89.6
19766,05048692,BS-02,59.5
19767,06074200,PY-05,64.9
19768,02040804,SO-55,83.1
19769,08028918,MM-66,77.8
19770,04027619,SA-01,76.4
19771,03069811,EP-09,
19772,04042724,ER-22,78.5
19773,01039597,MM-66,75.2
19774,09068313,AT-06,
19775,04059565,EE-82,76.5
19776,02038271,AT-06,66.5
19777,03095871,PY-05,78.2
19778,02039266,PY-25,
19779,08071625,EE-61,63.0
19780,03064155,SA-06,76.2
19781,09038312,MT-01,88.0
19782,03054101,CE-03,75.1
19783,07027376,EE-82,82.8
19784,02066890,PY-04,73.5
19785,04070241,BS-23,74.1
19786,05034855,MC-18,91.8
19787,07085726,ID-22,81.8
19788,07056833,CE-03,93.7
19789,08098256,CI-01,56.8
19790,02078339,IF-32,84.6
19791,04059980,LW-05,80.2
19792,02029249,EE-82,72.4
19793,06047810,FA-54,64.7
19794,05051413,AT-31,83.0
19795,04081824,IF-03,98.4
19796,08094482,BS-31,
19797,02020175,IS-01,85.3
19798,02014568,PY-04,65.6
19799,02021169,AC-24,73.9
19800,04037121,MT-01,80.2
19801,06029824,EE-29,88.1
19802,07039838,SO-01,67.0
19803,02038550,MR-02,62.8
19804,08096625,MT-28,64.8
19805,05094850,SO-55,68.8
19806,07085931,PY-23,84.3
19807,07015108,MG-25,74.5
19808,08088915,EG-27,91.3
19809,05094850,ML-05,65.2
19810,07082863,IF-01,74.8
19811,01043271,FA-54,69.4
19812,03095294,MG-01,72.9
19813,02048995,EP-08,99.8
19814,08095865,ER-22,83.1
19815,02053037,EG-27,69.8
19816,07048403,MT-21,100.0
19817,07095207,CE-19,90.9
19818,05098124,MT-21,82.7
19819,06065382,AT-22,82.2
19820,07096700,MG-01,65.8
19821,02054242,BS-31,64.6
19822,05039512,NC-11,72.3
19823,08032762,LT-01,82.7
19824,04087010,BS-16,87.8
19825,08096380,MT-28,81.0
19826,02021169,EE-82,77.9
19827,05077130,EG-06,78.2
19828,02033064,IF-32,65.0
19829,07013102,ML-05,
19830,09064896,PY-36,72.1
19831,02099753,ER-01,57.0
19832,04015900,IS-01,90.3
19833,01037495,BS-31,72.8
19834,07082778,AT-31,67.8
19835,04049528,EM-31,57.2
19836,08039991,MT-21,100.0
19837,05038778,ML-05,65.9
19838,08042228,AS-40,
19839,06048716,EM-31,78.4
19840,02067181,AT-21,63.4
19841,04059850,EE-82,77.1
19842,06048716,JS-09,70.8
19843,02099753,LW-26,65.1
19844,04052293,AT-36,71.9
19845,07053547,PY-38,82.1
19846,07065210,PY-04,
19847,07065916,EE-61,76.5
19848,09049112,BS-16,
19849,08019651,BS-02,84.5
19850,08024443,EE-86,71.3
19851,03041683,RS-02,75.9
19852,06057100,PY-38,66.2
19853,04068686,RS-02,78.0
19854,02010432,NE-01,82.7
19855,06090136,MC-20,66.2
19856,06031626,MC-09,70.4
19857,03026173,SO-55,82.0
19858,06050027,BS-02,78.1
19859,08025229,ML-05,
19860,01051044,EE-86,64.9
19861,08059032,EM-31,81.6
19862,03054101,IS-01,81.8
19863,01094109,CI-10,84.9
19864,09011968,AC-20,59.2
19865,07067514,MM-02,68.9
19866,04018070,NC-11,88.0
19867,09046182,EP-06,77.8
19868,02051095,MT-01,62.1
19869,02011192,AT-22,78.9
19870,08059032,LW-26,85.7
19871,01029406,ER-01,69.1
19872,08083690,MC-20,69.8
19873,09095184,EE-29,72.4
19874,06056744,CE-03,57.3
19875,01096469,ER-05,73.7
19876,08055922,JS-28,56.5
19877,01010701,EM-31,57.4
19878,01053119,EP-03,58.1
19879,06041563,EL-27,73.6
19880,03059404,ID-22,71.0
19881,06090136,PY-25,100.0
19882,04049528,BS-01,59.9
19883,02095193,LW-32,59.3
19884,02039266,CS-11,67.2
19885,09089366,ER-05,68.1
19886,01015891,BO-05,68.0
19887,04096802,PY-05,
19888,03016320,IF-01,72.9
19889,07012729,MG-13,76.2
19890,06099227,AT-21,81.4
19891,01025290,JP-16,78.1
19892,04028067,JS-28,92.2
19893,06011161,MM-02,90.9
19894,09050005,JS-02,74.8
19895,01027682,SO-55,60.7
19896,03079066,CI-10,89.8
19897,07046930,MC-20,95.8
19898,02047483,CN-05,89.3
19899,03082243,CE-19,72.0
19900,06011980,AC-20,91.5
19901,09050530,MM-02,84.6
19902,09066291,IS-14,86.3
19903,05030499,PY-04,68.6
19904,03061768,JP-11,87.8
19905,09047945,SO-01,84.9
19906,01081707,IF-01,65.7
19907,01053959,BS-02,59.1
19908,04012853,MC-20,83.3
19909,06024560,JS-09,76.1
19910,06091767,BS-02,78.7
19911,01039597,FR-05,82.2
19912,01068571,PY-36,78.0
19913,03047389,MT-01,72.9
19914,09073348,BS-23,79.3
19915,03031972,LW-05,79.7
19916,06019860,PY-04,74.2
19917,03096637,SO-01,84.2
19918,06013048,MM-66,82.0
19919,08072608,ID-22,75.6
19920,09075190,BS-23,64.2
19921,09089945,CE-03,69.4
19922,05039869,BO-17,57.2
19923,05016498,IF-32,
19924,08040073,IS-01,
19925,07035348,JP-20,79.4
19926,03038962,EE-61,86.9
19927,08096350,AC-03,91.2
19928,06012705,SO-55,87.5
19929,03012870,FR-05,73.5
19930,07055667,AC-24,81.3
19931,03033426,LW-26,87.4
19932,06044300,EL-30,67.1
19933,06077104,MC-09,63.7
19934,03013266,MR-02,77.8
19935,04031985,CN-01,93.4
19936,03041523,EE-13,78.9
19937,06012705,BS-23,83.2
19938,05046008,PY-02,76.0
19939,03031839,MT-01,82.6
19940,02053037,MR-04,97.0
19941,05052073,IS-14,
19942,03012870,CS-13,72.2
19943,09079115,LW-32,69.9
19944,09072324,LW-32,81.8
19945,04059895,CS-13,76.7
19946,07079141,EL-30,75.1
19947,02026771,MC-09,70.8
19948,02038550,CI-10,84.9
19949,06083268,PY-23,78.6
19950,01035125,IS-14,87.4
19951,04041456,BS-37,79.1
19952,07022456,CI-10,71.1
19953,01015891,IS-01,72.8
19954,09095405,AC-03,77.8
19955,01039597,MC-37,89.7
19956,07035242,JP-11,83.1
19957,04018070,MM-66,67.3
19958,02047483,MC-18,77.0
19959,06054254,BS-23,68.2
19960,04061598,ER-22,78.0
19961,05057135,AC-24,70.5
19962,03031972,IS-01,93.0
19963,06029824,MG-01,69.8
19964,07035901,MC-09,79.2
19965,07089798,PY-36,76.4
19966,05043293,ER-22,71.1
19967,01019000,SA-06,83.0
19968,04079885,ER-05,87.0
19969,05043784,MR-04,93.3
19970,03074658,PY-38,88.1
19971,05098124,CN-01,67.7
19972,07021581,AC-24,75.4
19973,09085773,AT-21,93.7
19974,05039869,JP-26,
19975,03085128,MT-26,53.4
19976,07083618,EE-61,70.7
19977,02094825,MM-02,87.0
19978,05044897,NC-11,67.6
19979,08081777,BO-05,72.4
19980,02095193,NE-01,80.5
19981,03029810,MT-01,75.9
19982,06011980,CN-05,
